consensually	83.8	83	83	75	86	74	89	94	89
perceptions	83.8	89	81	73	93	79	78	89	79
interrogable	83.8	88	82	82	76	81	78	77	82
heathenism	83.8	87	78	94	83	89	90	91	83
questioners	83.8	85	83	83	87	74	80	87	84
dictronics	83.8	86	83	80	73	83	92	74	93
emetically	83.8	89	79	70	79	87	92	92	79
dissatisfied	83.8	88	80	70	90	77	92	92	71
leapfrogged	83.8	81	83	93	92	91	74	92	89
middlemost	83.8	88	84	78	73	71	86	72	93
rebroadcast	83.8	87	81	75	79	93	76	90	87
premiering	83.8	85	84	83	76	78	81	81	85
relaxations	83.8	88	79	93	85	77	86	89	83
ingrafting	83.8	89	77	88	87	83	76	93	90
carbonized	83.8	86	84	82	74	75	87	91	77
lengthwise	83.8	89	77	91	88	81	93	71	86
governorate	83.8	87	83	92	77	82	89	73	77
ministering	83.8	88	78	84	94	79	92	82	90
gatherings	83.8	86	80	90	87	87	91	82	78
patronized	83.8	87	81	74	93	86	77	92	80
development	83.8	89	83	75	78	84	73	76	74
deregulate	83.8	89	78	88	91	83	89	83	72
reformatory	83.8	86	81	84	79	86	92	74	89
predominant	83.8	85	82	83	88	91	86	84	83
cyclometers	83.8	85	81	90	94	82	92	84	70
predigests	83.8	86	81	84	91	92	81	73	86
dendrologic	83.8	86	81	88	93	83	87	83	71
inoculated	83.8	87	83	74	73	90	82	83	76
imperilment	83.8	86	79	93	89	91	89	89	84
fumigating	83.8	89	78	92	85	73	86	70	92
designates	83.8	89	77	82	92	86	94	81	89
refastening	83.8	89	78	86	77	85	87	72	90
proclamation	83.8	88	82	73	70	86	88	84	75
redepositing	83.8	88	83	79	75	75	83	76	89
importunes	83.8	85	83	72	70	86	87	81	94
overstayed	83.8	88	83	71	88	93	77	73	78
conveyable	83.8	89	78	75	88	93	83	83	90
peradventure	83.8	86	82	87	86	80	70	78	94
hypothermia	83.8	84	84	81	85	89	93	74	81
gnotobiotics	83.8	89	84	85	72	75	78	72	70
gargantuan	83.8	84	82	91	80	91	74	87	88
ensilaging	83.8	88	81	83	71	90	79	72	94
noiselessly	83.8	89	79	83	91	88	73	83	70
prolegomena	83.8	88	79	82	89	76	92	91	79
outbalance	83.8	88	78	82	93	92	77	71	93
reaccustoms	83.8	89	80	91	83	80	72	70	93
beknighted	83.8	84	84	84	78	82	86	73	90
memorandum	83.8	86	80	86	79	80	90	89	89
collocation	83.6	84	84	80	90	79	86	74	85
collectivize	83.6	88	77	90	94	86	84	91	84
excoriating	83.6	86	83	94	71	88	72	83	78
intensifies	83.6	89	79	86	88	75	78	93	79
barbecuing	83.6	83	84	74	89	93	93	80	78
pedicuring	83.6	86	83	76	94	86	83	77	70
moonlights	83.6	88	79	87	76	79	83	90	85
centralest	83.6	89	79	76	78	83	82	94	82
condensates	83.6	84	82	91	88	71	85	91	72
obliterator	83.6	88	79	84	84	78	86	94	74
freehandedly	83.6	88	78	91	72	91	86	84	87
preaccepting	83.6	88	82	83	72	73	91	93	70
devoutness	83.6	89	78	81	73	83	86	93	91
neuralgias	83.6	87	80	93	93	72	77	83	85
encapsuled	83.6	88	84	73	70	89	76	71	92
miscarried	83.6	87	82	89	76	84	93	71	75
corpuscles	83.6	86	81	81	90	94	88	71	80
deflection	83.6	89	78	77	79	78	90	94	90
knottiness	83.6	87	83	83	84	74	72	88	73
defoliating	83.6	89	77	78	92	84	93	88	73
modernizing	83.6	88	78	72	87	88	89	85	81
enumerated	83.6	82	81	92	92	71	94	94	72
extemporized	83.6	86	83	77	94	70	84	74	84
obligation	83.6	83	84	90	91	70	83	80	85
rearmament	83.6	85	81	77	84	92	81	88	90
blackmails	83.6	83	84	90	80	91	89	71	75
pleurisies	83.6	87	84	77	72	75	74	93	93
repurchase	83.6	83	82	91	92	89	71	87	77
malingerers	83.6	83	84	84	82	85	84	91	77
cuddlesome	83.6	84	81	80	79	90	91	94	87
indigestive	83.6	86	81	86	70	92	84	84	82
glaciology	83.6	87	81	71	85	75	89	81	83
oxidizations	83.6	89	79	76	87	73	86	86	79
biotically	83.6	86	82	82	83	82	82	81	84
equiangular	83.6	83	84	87	82	85	84	90	70
lectureships	83.6	84	82	91	74	72	91	83	90
omniscient	83.6	85	78	93	77	91	85	93	94
hammerheads	83.6	87	79	73	89	86	87	84	90
destressed	83.6	85	83	70	92	78	74	87	89
jailbreaks	83.6	84	81	90	89	87	75	91	84
laundrymen	83.6	86	83	71	85	73	81	90	79
importation	83.6	82	82	90	81	85	91	94	94
demoralizes	83.6	87	80	82	79	88	75	87	88
mensuration	83.6	88	78	82	91	71	80	94	94
expectedly	83.6	86	79	84	87	89	92	94	76
incongruence	83.6	88	77	86	88	75	88	91	90
evaporators	83.6	87	79	90	92	81	86	70	87
alternative	83.6	86	82	81	75	93	79	83	89
outarguing	83.6	85	80	88	82	89	74	91	88
calculation	83.6	87	80	78	81	87	85	93	84
hotheadedly	83.6	89	82	83	70	77	71	75	83
mechanists	83.6	87	80	92	73	79	90	89	72
reabandons	83.4	87	77	89	90	91	93	84	71
reconciler	83.4	86	81	88	79	77	87	90	73
quadrangle	83.4	86	84	92	94	71	76	72	78
conjunctiva	83.4	89	82	81	77	93	72	72	73
carabineer	83.4	89	82	86	74	70	77	84	70
racketiest	83.4	87	81	87	94	75	76	88	73
portrayals	83.4	86	83	85	75	86	79	79	71
breathlessly	83.4	82	84	84	76	87	93	94	81
entanglement	83.4	82	84	89	84	79	94	74	87
dissipations	83.4	85	80	78	92	91	83	74	92
nonparasitic	83.4	87	82	80	81	71	80	79	74
potbellied	83.4	88	83	71	74	70	91	77	78
monetarists	83.4	88	80	84	91	79	79	84	78
pinspotters	83.4	86	80	74	90	85	84	85	90
irresolutely	83.4	81	84	87	76	88	93	74	90
dangerously	83.4	86	81	71	83	88	87	84	74
aftermaths	83.4	86	80	82	85	90	71	88	86
expostulates	83.4	83	83	87	80	90	83	94	78
batrachians	83.4	82	84	94	87	74	83	76	87
camaraderie	83.4	88	80	94	93	72	73	70	90
platooning	83.4	84	83	83	74	88	84	94	77
cardiography	83.4	85	84	84	93	75	75	87	73
bumblebees	83.4	88	81	81	75	79	79	79	76
circumpolar	83.4	87	81	87	77	79	70	91	84
busybodies	83.4	85	84	73	83	92	76	83	72
kolinskies	83.4	88	82	86	75	77	80	77	74
concomitant	83.4	87	80	70	88	78	90	71	91
compulsive	83.4	81	83	92	76	89	90	90	72
challenger	83.4	89	77	89	82	91	78	72	91
nonvisually	83.4	89	81	76	79	70	76	87	89
franchisee	83.4	87	84	72	74	86	77	71	78
nonvolatile	83.4	85	84	78	78	81	93	77	90
deceleration	83.4	86	83	71	77	83	76	82	91
fermentable	83.4	82	83	72	84	85	91	90	94
regularizer	83.4	86	81	92	80	85	82	73	84
electroscope	83.4	87	81	73	75	93	87	93	74
interviewees	83.4	88	82	87	74	79	72	75	86
adjudicates	83.4	87	83	80	74	87	74	93	70
readjustment	83.4	84	84	82	71	87	93	71	81
backpacked	83.4	85	83	94	80	74	94	70	82
constitutive	83.4	87	81	79	84	91	77	89	73
evaporative	83.4	85	81	93	90	92	72	78	81
embroideries	83.4	84	80	93	94	78	85	80	93
cajoleries	83.4	85	84	82	89	71	72	90	76
nephritises	83.4	89	78	79	91	83	89	81	84
corpulences	83.4	86	80	79	92	81	72	89	89
banishment	83.4	86	80	86	90	83	86	84	72
disappeared	83.4	84	83	87	87	73	70	86	81
antebellum	83.2	89	75	72	87	75	92	89	92
lobotomized	83.2	87	79	74	81	83	94	94	86
inclination	83.2	83	82	94	89	83	92	78	70
annihilator	83.2	83	81	91	93	85	92	85	79
bloodhound	83.2	84	84	82	81	73	72	80	91
discourser	83.2	87	79	85	87	83	78	81	91
derivations	83.2	84	84	79	87	78	81	80	89
liverworts	83.2	84	83	88	87	78	75	75	88
inducements	83.2	82	84	88	94	86	77	76	83
chameleons	83.2	86	77	80	93	92	90	73	91
estrogenic	83.2	88	81	81	84	78	79	78	74
declensions	83.2	86	81	76	81	84	82	86	82
extricating	83.2	83	84	80	71	94	80	88	85
prophylaxis	83.2	84	84	84	75	73	85	76	84
eurythmies	83.2	88	79	88	77	74	90	91	77
perspiratory	83.2	87	81	86	74	75	89	78	83
adolescents	83.2	88	81	91	73	79	78	88	78
godfathers	83.2	89	78	93	73	72	92	94	70
eustachian	83.2	88	80	70	83	77	71	90	87
philtering	83.2	86	81	81	83	80	88	75	94
repetitive	83.2	86	78	86	93	88	72	94	88
frustration	83.2	85	81	75	72	90	93	83	85
attractant	83.2	82	84	92	82	71	78	87	90
overtopping	83.2	84	81	81	93	91	93	77	82
hamburgers	83.2	84	81	88	80	83	88	88	85
grammatical	83.2	83	84	80	91	77	92	75	85
overgrowing	83.2	87	84	74	74	71	84	71	91
pathogenic	83.2	88	81	72	83	81	88	75	76
ploddingly	83.2	84	79	81	88	74	93	93	93
presidency	83.2	85	82	87	79	80	86	79	84
muttonchops	83.2	85	82	82	89	81	84	79	82
pinfolding	83.2	87	83	75	82	88	76	77	74
normalizer	83.2	86	83	80	86	71	83	76	73
immaturities	83.2	86	80	89	85	92	83	83	83
preexisting	83.2	83	84	77	79	85	90	76	90
decertifying	83.2	88	81	81	76	72	74	94	90
excellently	83.2	83	82	72	90	90	87	85	82
kickstands	83.2	88	78	85	82	76	89	92	83
antifungal	83.2	86	79	87	91	70	92	78	85
prestressed	83.2	85	82	77	84	94	88	77	81
disclaiming	83.2	82	83	89	86	70	92	74	86
prizefight	83.2	87	78	83	93	84	80	89	91
bioactivity	83.2	84	80	93	79	83	90	86	91
redoubtably	83.2	80	82	92	90	77	92	93	94
reciprocity	83.2	88	80	72	80	80	89	77	85
colonialists	83.2	85	78	90	90	76	93	92	78
putridness	83.2	89	76	86	94	76	86	92	77
discovering	83.2	84	79	72	94	91	79	89	91
misconceives	83.2	85	84	70	82	86	76	81	70
infestations	83.2	83	84	77	81	77	83	86	89
feathering	83.2	87	81	84	83	77	72	70	93
liquidities	83.2	83	83	74	85	87	83	71	87
hypothesizes	83.2	88	77	74	89	87	70	91	86
predicated	83.2	89	80	79	80	78	72	75	80
industrial	83	86	81	85	74	77	90	74	90
bureaucracy	83	86	82	80	93	78	80	73	73
accusations	83	81	83	93	86	84	93	88	81
annotatively	83	88	78	72	81	86	91	77	86
puritanism	83	88	79	94	87	81	70	73	82
hairsprings	83	88	80	74	78	89	72	81	81
aldermanry	83	85	81	94	84	76	73	89	83
housebreaker	83	85	79	86	90	77	91	88	73
homiletics	83	88	75	79	91	92	90	70	89
loganberries	83	88	77	72	77	90	82	90	88
credulously	83	85	82	76	89	74	83	80	94
mongoloids	83	84	78	94	88	88	91	92	91
regalement	83	82	84	90	72	84	73	93	83
footlights	83	89	80	79	83	75	80	70	75
confidence	83	81	84	84	94	86	88	85	84
crematoria	83	86	82	73	71	80	91	88	79
cheesecakes	83	84	79	75	90	89	92	77	91
intonations	83	89	76	80	73	93	80	90	93
blockbusters	83	87	75	74	86	93	94	93	90
greenbacks	83	79	84	82	92	80	90	88	90
bastardized	83	83	81	84	94	81	90	74	94
hemisection	83	81	84	88	72	86	74	90	85
marshalling	83	87	76	89	92	89	71	89	86
phosphates	83	86	80	89	72	87	89	80	74
backstroking	83	83	78	76	94	94	84	94	93
environments	83	82	81	88	78	93	73	91	94
oblongness	83	84	80	93	79	90	84	93	76
reformation	83	88	78	82	79	84	91	92	83
physiognomy	83	87	80	85	85	75	77	87	73
pianoforte	83	87	79	92	77	84	83	84	74
infallibly	83	85	83	83	91	83	75	75	76
overstepping	83	89	78	74	86	88	78	84	74
complicating	83	86	79	82	89	87	83	74	87
electrolyze	83	83	82	87	94	83	91	80	80
relocations	83	89	76	81	90	72	94	81	90
antibusing	83	79	84	94	81	92	83	92	87
reassessing	83	84	84	82	76	81	77	77	91
elementally	83	88	78	80	86	85	92	81	82
polyandric	83	81	84	94	90	78	81	83	88
overreacts	83	81	84	92	93	72	85	85	75
frescoists	83	86	80	87	91	87	80	72	75
abnegators	83	83	79	86	91	73	93	94	92
dairymaids	83	85	83	93	89	84	73	73	75
reconsidered	83	83	84	89	92	75	88	70	75
emasculator	83	83	83	75	91	76	94	73	94
aristotelian	83	83	82	70	90	92	91	72	80
megalomaniac	83	88	76	82	92	93	74	70	94
inquisitory	83	87	81	75	93	74	89	74	84
congruously	83	84	82	71	82	94	87	84	79
cravenness	83	86	83	70	78	73	77	84	88
disobedience	83	82	83	72	91	82	74	88	88
mechanical	83	86	78	92	74	92	88	84	87
invasiveness	83	87	81	72	78	79	87	79	79
ordonnance	83	88	78	85	78	84	89	83	76
reincarnate	83	82	83	89	77	76	87	83	88
initiations	83	84	81	82	89	93	93	79	80
preassigned	83	86	81	84	91	79	71	83	72
novelization	83	88	74	72	93	91	91	74	93
dismembers	83	87	80	77	91	82	88	71	80
exploration	83	85	82	94	71	82	81	73	81
belongings	83	89	78	83	91	71	86	79	76
anklebones	83	84	83	76	94	78	87	84	77
formulates	83	84	83	74	73	82	80	90	84
abolitionism	83	87	80	81	92	82	84	74	70
fashioners	83	83	84	77	90	91	79	76	84
repeopling	83	88	78	76	82	93	81	85	89
performable	83	86	78	73	84	91	74	94	92
perambulator	83	87	81	74	86	70	79	94	79
misreading	82.8	86	80	71	84	92	88	78	81
courtliness	82.8	87	79	72	91	83	82	92	81
irrelevances	82.8	81	84	86	91	93	78	82	70
noncompeting	82.8	86	80	71	78	92	86	87	77
chitterlings	82.8	86	82	78	78	71	78	75	87
permafrost	82.8	83	80	93	91	86	93	82	76
emigrating	82.8	89	74	83	93	94	73	91	86
ideological	82.8	89	78	87	80	78	73	81	88
charlatanism	82.8	87	77	92	82	86	70	91	87
episcopates	82.8	88	79	83	76	87	76	77	85
counterfeit	82.8	87	78	93	86	88	83	74	75
assonantly	82.8	83	80	85	93	88	90	88	74
jeopardous	82.8	85	84	77	75	73	86	84	71
obliterative	82.8	88	80	81	76	75	93	75	83
greasewood	82.8	88	79	73	91	79	81	89	73
emancipates	82.8	87	80	70	70	84	77	83	93
meningitic	82.8	87	79	81	94	74	84	93	78
